test,grouping,cell_type,comparison,lfc_cut,genes_tested,n_padj_sig,n_sig,n_up,n_down
pseudobulk_counts_repblock,leiden_harmony_repblock,9,HD vs Control,1.0,2851,56,56,32,24
pseudobulk_counts_repblock,leiden_harmony_repblock,9,Heat vs Control,1.0,22351,1,1,1,0
pseudobulk_counts_repblock,leiden_theirs,0,Drought vs Control,1.0,5537,23,23,8,15
pseudobulk_counts_repblock,leiden_theirs,0,HD vs Control,1.0,14340,1219,1217,704,513
pseudobulk_counts_repblock,leiden_theirs,0,Heat vs Control,1.0,1136,31,31,28,3
pseudobulk_counts_repblock,leiden_theirs,10,Drought vs Control,1.0,20557,0,0,0,0
pseudobulk_counts_repblock,leiden_theirs,10,HD vs Control,1.0,20557,34,34,17,17
pseudobulk_counts_repblock,leiden_theirs,11,Drought vs Control,1.0,2518,23,23,12,11
pseudobulk_counts_repblock,leiden_theirs,11,HD vs Control,1.0,7874,1020,1020,624,396
pseudobulk_counts_repblock,leiden_theirs,11,Heat vs Control,1.0,987,110,110,82,28
pseudobulk_counts_repblock,leiden_theirs,12,Drought vs Control,1.0,10975,0,0,0,0
pseudobulk_counts_repblock,leiden_theirs,12,HD vs Control,1.0,10975,4,4,4,0
pseudobulk_counts_repblock,leiden_theirs,12,Heat vs Control,1.0,10975,0,0,0,0
pseudobulk_counts_repblock,leiden_theirs,13,Drought vs Control,1.0,8483,0,0,0,0
pseudobulk_counts_repblock,leiden_theirs,15,Drought vs Control,1.0,19879,0,0,0,0
pseudobulk_counts_repblock,leiden_theirs,15,HD vs Control,1.0,7546,575,575,330,245
pseudobulk_counts_repblock,leiden_theirs,15,Heat vs Control,1.0,2151,25,25,20,5
pseudobulk_counts_repblock,leiden_theirs,16,Drought vs Control,1.0,12514,0,0,0,0
pseudobulk_counts_repblock,leiden_theirs,16,HD vs Control,1.0,1111,91,91,42,49
pseudobulk_counts_repblock,leiden_theirs,16,Heat vs Control,1.0,12514,1,1,1,0
pseudobulk_counts_repblock,leiden_theirs,18,Drought vs Control,1.0,20470,0,0,0,0
pseudobulk_counts_repblock,leiden_theirs,18,HD vs Control,1.0,20470,0,0,0,0
pseudobulk_counts_repblock,leiden_theirs,18,Heat vs Control,1.0,20470,0,0,0,0
pseudobulk_counts_repblock,leiden_theirs,19,Drought vs Control,1.0,19833,0,0,0,0
pseudobulk_counts_repblock,leiden_theirs,19,HD vs Control,1.0,8298,705,705,404,301
pseudobulk_counts_repblock,leiden_theirs,19,Heat vs Control,1.0,19833,9,9,8,1
pseudobulk_counts_repblock,leiden_theirs,1,Drought vs Control,1.0,21388,4,4,1,3
pseudobulk_counts_repblock,leiden_theirs,1,HD vs Control,1.0,6875,366,366,232,134
pseudobulk_counts_repblock,leiden_theirs,1,Heat vs Control,1.0,2314,17,17,15,2
pseudobulk_counts_repblock,leiden_theirs,2,HD vs Control,1.0,1225,81,81,66,15
pseudobulk_counts_repblock,leiden_theirs,2,Heat vs Control,1.0,13796,0,0,0,0
pseudobulk_counts_repblock,leiden_theirs,3,Drought vs Control,1.0,4529,23,23,6,17
pseudobulk_counts_repblock,leiden_theirs,3,HD vs Control,1.0,10786,1131,1131,642,489
pseudobulk_counts_repblock,leiden_theirs,3,Heat vs Control,1.0,6093,40,40,31,9
pseudobulk_counts_repblock,leiden_theirs,4,Drought vs Control,1.0,10819,0,0,0,0
pseudobulk_counts_repblock,leiden_theirs,5,Drought vs Control,1.0,12217,0,0,0,0
pseudobulk_counts_repblock,leiden_theirs,5,HD vs Control,1.0,2743,117,117,87,30
pseudobulk_counts_repblock,leiden_theirs,5,Heat vs Control,1.0,12217,0,0,0,0
pseudobulk_counts_repblock,leiden_theirs,6,Drought vs Control,1.0,22029,0,0,0,0
pseudobulk_counts_repblock,leiden_theirs,6,HD vs Control,1.0,7508,272,271,150,121
pseudobulk_counts_repblock,leiden_theirs,6,Heat vs Control,1.0,22029,1,1,1,0
pseudobulk_counts_repblock,leiden_theirs,7,Drought vs Control,1.0,12185,0,0,0,0
pseudobulk_counts_repblock,leiden_theirs,7,HD vs Control,1.0,3681,124,124,96,28
pseudobulk_counts_repblock,leiden_theirs,7,Heat vs Control,1.0,12185,0,0,0,0
pseudobulk_counts_repblock,leiden_theirs,8,Drought vs Control,1.0,11360,0,0,0,0
pseudobulk_counts_repblock,leiden_theirs,8,HD vs Control,1.0,2330,99,99,74,25
pseudobulk_counts_repblock,leiden_theirs,8,Heat vs Control,1.0,11360,0,0,0,0
pseudobulk_counts_repblock,leiden_theirs,9,Drought vs Control,1.0,22468,3,3,2,1
pseudobulk_counts_repblock,leiden_theirs,9,HD vs Control,1.0,12449,966,966,497,469
pseudobulk_counts_repblock,leiden_theirs,9,Heat vs Control,1.0,2866,32,32,17,15
pseudobulk_counts_repblock,leiden_unintegrated,0,Drought vs Control,1.0,20904,0,0,0,0
pseudobulk_counts_repblock,leiden_unintegrated,0,Heat vs Control,1.0,20904,2,2,2,0
pseudobulk_counts_repblock,leiden_unintegrated,11,Drought vs Control,1.0,5339,20,20,10,10
pseudobulk_counts_repblock,leiden_unintegrated,11,Heat vs Control,1.0,3626,28,26,18,8
pseudobulk_counts_repblock,leiden_unintegrated,12,Drought vs Control,1.0,12957,0,0,0,0
pseudobulk_counts_repblock,leiden_unintegrated,12,HD vs Control,1.0,2658,127,127,89,38
pseudobulk_counts_repblock,leiden_unintegrated,12,Heat vs Control,1.0,12957,1,1,1,0
pseudobulk_counts_repblock,leiden_unintegrated,13,Drought vs Control,1.0,15175,0,0,0,0
pseudobulk_counts_repblock,leiden_unintegrated,13,Heat vs Control,1.0,15175,0,0,0,0
pseudobulk_counts_repblock,leiden_unintegrated,15,Drought vs Control,1.0,8272,0,0,0,0
pseudobulk_counts_repblock,leiden_unintegrated,15,HD vs Control,1.0,1537,10,10,7,3
pseudobulk_counts_repblock,leiden_unintegrated,15,Heat vs Control,1.0,8272,0,0,0,0
pseudobulk_counts_repblock,leiden_unintegrated,16,Drought vs Control,1.0,21914,0,0,0,0
pseudobulk_counts_repblock,leiden_unintegrated,16,Heat vs Control,1.0,3220,23,23,12,11
pseudobulk_counts_repblock,leiden_unintegrated,17,Drought vs Control,1.0,18855,0,0,0,0
pseudobulk_counts_repblock,leiden_unintegrated,17,Heat vs Control,1.0,18855,0,0,0,0
pseudobulk_counts_repblock,leiden_unintegrated,18,Drought vs Control,1.0,16466,0,0,0,0
pseudobulk_counts_repblock,leiden_unintegrated,18,Heat vs Control,1.0,16466,2,2,2,0
pseudobulk_counts_repblock,leiden_unintegrated,1,Drought vs Control,1.0,15145,0,0,0,0
pseudobulk_counts_repblock,leiden_unintegrated,1,HD vs Control,1.0,3400,135,135,109,26
pseudobulk_counts_repblock,leiden_unintegrated,1,Heat vs Control,1.0,15145,1,1,1,0
pseudobulk_counts_repblock,leiden_unintegrated,20,Drought vs Control,1.0,3294,0,0,0,0
pseudobulk_counts_repblock,leiden_unintegrated,20,HD vs Control,1.0,3294,0,0,0,0
pseudobulk_counts_repblock,leiden_unintegrated,3,Drought vs Control,1.0,12031,0,0,0,0
pseudobulk_counts_repblock,leiden_unintegrated,3,HD vs Control,1.0,2235,122,122,83,39
pseudobulk_counts_repblock,leiden_unintegrated,3,Heat vs Control,1.0,12031,0,0,0,0
pseudobulk_counts_repblock,leiden_unintegrated,6,Drought vs Control,1.0,22189,0,0,0,0
pseudobulk_counts_repblock,leiden_unintegrated,6,HD vs Control,1.0,7993,291,290,168,122
pseudobulk_counts_repblock,leiden_unintegrated,6,Heat vs Control,1.0,22189,0,0,0,0
pseudobulk_counts_repblock,leiden_unintegrated,7,Drought vs Control,1.0,11879,0,0,0,0
pseudobulk_counts_repblock,leiden_unintegrated,7,HD vs Control,1.0,1516,120,120,52,68
pseudobulk_counts_repblock,leiden_unintegrated,7,Heat vs Control,1.0,11879,1,1,1,0
pseudobulk_counts_repblock,leiden_unintegrated,9,Drought vs Control,1.0,11062,0,0,0,0
pseudobulk_counts_repblock,leiden_unintegrated,9,HD vs Control,1.0,3127,110,110,87,23
pseudobulk_counts_repblock,leiden_unintegrated,9,Heat vs Control,1.0,11062,0,0,0,0
pseudobulk_counts_repblock,library,all,Drought vs Control,1.0,14732,137,110,48,62
pseudobulk_counts_repblock,library,all,HD vs Control,1.0,27480,5027,4199,1859,2340
pseudobulk_counts_repblock,library,all,Heat vs Control,1.0,11407,117,106,78,28
wilcoxon_cells,library,all,Drought vs Control,1.0,34558,2007,975,661,314
wilcoxon_cells,library,all,HD vs Control,1.0,34558,4727,3323,1983,1340
wilcoxon_cells,library,all,Heat vs Control,1.0,34558,1335,523,211,312
