Wm82.a4.v1 Gene,Corresponding Gene,Assembly
Glyma.16g041700,Glyma16g04600,Glyma 1.1
Glyma.16g041700,Glyma.16g041700,Glyma2.0
Glyma.16g041800,Glyma16g04610,Glyma 1.1
Glyma.16g041800,Glyma.16g041800,Glyma2.0
Glyma.16g041900,Glyma16g04620,Glyma 1.1
Glyma.16g041900,Glyma.16g041900,Glyma2.0
Glyma.16g042000,Glyma16g04630,Glyma 1.1
Glyma.16g042000,Glyma.16g042000,Glyma2.0
Glyma.16g042200,Glyma16g04656,Glyma 1.1
Glyma.16g042200,Glyma.16g042200,Glyma2.0
Glyma.16g042300,Glyma16g04670,Glyma 1.1
Glyma.16g042300,Glyma.16g042300,Glyma2.0
Glyma.16g042500,Glyma16g04680,Glyma 1.1
Glyma.16g042500,Glyma.16g042500,Glyma2.0
Glyma.16g042600,Glyma16g04690,Glyma 1.1
Glyma.16g042600,Glyma.16g042600,Glyma2.0
Glyma.16g042700,Glyma16g04700,Glyma 1.1
Glyma.16g042700,Glyma.16g042700,Glyma2.0
Glyma.16g042800,Glyma16g04710,Glyma 1.1
Glyma.16g042800,Glyma.16g042800,Glyma2.0
Glyma.16g042900,Glyma16g04720,Glyma 1.1
Glyma.16g042900,Glyma.16g042900,Glyma2.0
Glyma.16g043000,Glyma16g04725,Glyma 1.1
Glyma.16g043000,Glyma.16g043000,Glyma2.0
Glyma.16g043100,Glyma16g04735,Glyma 1.1
Glyma.16g043100,Glyma.16g043100,Glyma2.0
Glyma.16g043200,Glyma16g04740,Glyma 1.1
Glyma.16g043200,Glyma.16g043200,Glyma2.0
Glyma.16g043300,Glyma16g04750,Glyma 1.1
Glyma.16g043300,Glyma.16g043300,Glyma2.0
Glyma.16g043400,Glyma16g04760,Glyma 1.1
Glyma.16g043400,Glyma.16g043400,Glyma2.0
Glyma.16g043500,Glyma16g04770,Glyma 1.1
Glyma.16g043500,Glyma.16g043500,Glyma2.0
Glyma.16g043600,Glyma16g04781,Glyma 1.1
Glyma.16g043600,Glyma.16g043600,Glyma2.0
Glyma.16g043700,Glyma16g04790,Glyma 1.1
Glyma.16g043700,Glyma.16g043700,Glyma2.0
Glyma.16g043800,Glyma16g04800,Glyma 1.1
Glyma.16g043800,Glyma.16g043800,Glyma2.0
Glyma.16g043900,Glyma16g04810,Glyma 1.1
Glyma.16g043900,Glyma.16g043900,Glyma2.0
Glyma.16g044100,Glyma16g04830,Glyma 1.1
Glyma.16g044100,Glyma.16g044100,Glyma2.0
Glyma.16g044200,Glyma16g04840,Glyma 1.1
Glyma.16g044200,Glyma.16g044200,Glyma2.0
Glyma.16g044300,Glyma16g04865,Glyma 1.1
Glyma.16g044300,Glyma.16g044300,Glyma2.0
Glyma.16g044400,Glyma16g04880,Glyma 1.1
Glyma.16g044400,Glyma.16g044400,Glyma2.0
Glyma.16g044500,Glyma16g04890,Glyma 1.1
Glyma.16g044500,Glyma.16g044500,Glyma2.0
Glyma.16g044600,Glyma16g04910,Glyma 1.1
Glyma.16g044600,Glyma.16g044600,Glyma2.0
Glyma.16g044700,Glyma16g04920,Glyma 1.1
Glyma.16g044700,Glyma.16g044700,Glyma2.0
Glyma.16g044800,Glyma16g04930,Glyma 1.1
Glyma.16g044800,Glyma.16g044800,Glyma2.0
Glyma.16g044900,Glyma16g04940,Glyma 1.1
Glyma.16g044900,Glyma.16g044900,Glyma2.0
Glyma.16g045000,Glyma16g04950,Glyma 1.1
Glyma.16g045000,Glyma.16g045000,Glyma2.0
Glyma.16g045100,Glyma16g04960,Glyma 1.1
Glyma.16g045100,Glyma.16g045100,Glyma2.0
Glyma.16g045200,Glyma16g04970,Glyma 1.1
Glyma.16g045200,Glyma.16g045200,Glyma2.0
Glyma.16g045300,Glyma16g04980,Glyma 1.1
Glyma.16g045300,Glyma.16g045300,Glyma2.0
Glyma.16g045500,Glyma16g05000,Glyma 1.1
Glyma.16g045500,Glyma.16g045500,Glyma2.0
Glyma.16g045600,Glyma16g05010,Glyma 1.1
Glyma.16g045600,Glyma.16g045600,Glyma2.0
Glyma.16g045700,Glyma16g05020,Glyma 1.1
Glyma.16g045700,Glyma.16g045700,Glyma2.0
Glyma.16g045900,Glyma16g05040,Glyma 1.1
Glyma.16g045900,Glyma.16g045900,Glyma2.0
Glyma.16g046000,Glyma16g05050,Glyma 1.1
Glyma.16g046000,Glyma.16g046000,Glyma2.0
Glyma.16g046200,Glyma16g05060,Glyma 1.1
Glyma.16g046200,Glyma.16g046200,Glyma2.0
Glyma.16g046300,Glyma16g05070,Glyma 1.1
Glyma.16g046300,Glyma.16g046300,Glyma2.0
Glyma.16g046400,Glyma16g05080,Glyma 1.1
Glyma.16g046400,Glyma.16g046400,Glyma2.0
Glyma.16g046500,Glyma16g05090,Glyma 1.1
Glyma.16g046500,Glyma.16g046500,Glyma2.0
Glyma.16g046600,Glyma16g05101,Glyma 1.1
Glyma.16g046600,Glyma.16g046600,Glyma2.0
Glyma.16g046700,Glyma16g05110,Glyma 1.1
Glyma.16g046700,Glyma.16g046700,Glyma2.0
Glyma.16g046800,Glyma16g05120,Glyma 1.1
Glyma.16g046800,Glyma.16g046800,Glyma2.0
Glyma.16g046900,Glyma16g05140,Glyma 1.1
Glyma.16g046900,Glyma.16g046900,Glyma2.0
Glyma.16g047100,Glyma16g05150,Glyma 1.1
Glyma.16g047100,Glyma.16g047100,Glyma2.0
Glyma.16g047200,Glyma16g05160,Glyma 1.1
Glyma.16g047200,Glyma.16g047200,Glyma2.0
Glyma.16g047300,Glyma16g05170,Glyma 1.1
Glyma.16g047300,Glyma.16g047300,Glyma2.0
Glyma.16g047400,Glyma16g05180,Glyma 1.1
Glyma.16g047400,Glyma.16g047400,Glyma2.0
Glyma.16g047600,Glyma16g05190,Glyma 1.1
Glyma.16g047600,Glyma.16g047600,Glyma2.0
Glyma.16g047700,Glyma16g05196,Glyma 1.1
Glyma.16g047700,Glyma.16g047700,Glyma2.0
Glyma.16g047900,Glyma16g05220,Glyma 1.1
Glyma.16g047900,Glyma.16g047900,Glyma2.0
Glyma.16g048000,Glyma16g05235,Glyma 1.1
Glyma.16g048000,Glyma.16g048000,Glyma2.0
Glyma.16g048100,Glyma16g05240,Glyma 1.1
Glyma.16g048100,Glyma.16g048100,Glyma2.0
Glyma.16g048200,Glyma16g05273,Glyma 1.1
Glyma.16g048200,Glyma.16g048200,Glyma2.0
Glyma.16g048700,Glyma16g05310,Glyma 1.1
Glyma.16g048700,Glyma.16g048700,Glyma2.0
Glyma.16g048900,Glyma16g05340,Glyma 1.1
Glyma.16g048900,Glyma.16g048900,Glyma2.0
Glyma.16g049000,Glyma16g05350,Glyma 1.1
Glyma.16g049000,Glyma.16g049000,Glyma2.0
Glyma.16g049100,Glyma16g05360,Glyma 1.1
Glyma.16g049100,Glyma.16g049100,Glyma2.0
Glyma.16g049200,Glyma16g05370,Glyma 1.1
Glyma.16g049200,Glyma.16g049200,Glyma2.0
Glyma.16g049300,Glyma16g05380,Glyma 1.1
Glyma.16g049300,Glyma.16g049300,Glyma2.0
Glyma.16g049400,Glyma16g05390,Glyma 1.1
Glyma.16g049400,Glyma.16g049400,Glyma2.0
Glyma.16g049500,Glyma16g05400,Glyma 1.1
Glyma.16g049500,Glyma.16g049500,Glyma2.0
Glyma.16g049600,Glyma16g05410,Glyma 1.1
Glyma.16g049600,Glyma.16g049600,Glyma2.0
Glyma.16g049700,Glyma16g05421,Glyma 1.1
Glyma.16g049700,Glyma.16g049700,Glyma2.0
Glyma.16g049800,Glyma16g05430,Glyma 1.1
Glyma.16g049800,Glyma.16g049800,Glyma2.0
Glyma.16g049900,Glyma16g05441,Glyma 1.1
Glyma.16g049900,Glyma.16g049900,Glyma2.0
Glyma.16g050100,Glyma16g05460,Glyma 1.1
Glyma.16g050100,Glyma.16g050100,Glyma2.0
Glyma.16g050200,Glyma16g05470,Glyma 1.1
Glyma.16g050200,Glyma.16g050200,Glyma2.0
Glyma.16g050300,Glyma16g05480,Glyma 1.1
Glyma.16g050300,Glyma.16g050300,Glyma2.0
Glyma.16g050400,Glyma16g05490,Glyma 1.1
Glyma.16g050400,Glyma.16g050400,Glyma2.0
Glyma.16g050500,Glyma16g05500,Glyma 1.1
Glyma.16g050500,Glyma.16g050500,Glyma2.0
Glyma.16g050700,Glyma16g05520,Glyma 1.1
Glyma.16g050700,Glyma.16g050700,Glyma2.0
Glyma.16g050800,Glyma16g05530,Glyma 1.1
Glyma.16g050800,Glyma.16g050800,Glyma2.0
Glyma.16g050900,Glyma16g05540,Glyma 1.1
Glyma.16g050900,Glyma.16g050900,Glyma2.0
Glyma.16g051000,Glyma16g05550,Glyma 1.1
Glyma.16g051000,Glyma.16g051000,Glyma2.0
Glyma.16g051100,Glyma16g05560,Glyma 1.1
Glyma.16g051100,Glyma.16g051100,Glyma2.0
Glyma.16g051200,Glyma16g05570,Glyma 1.1
Glyma.16g051200,Glyma.16g051200,Glyma2.0
Glyma.16g051300,Glyma16g05580,Glyma 1.1
Glyma.16g051300,Glyma.16g051300,Glyma2.0
Glyma.16g051400,Glyma16g05590,Glyma 1.1
Glyma.16g051400,Glyma.16g051400,Glyma2.0
Glyma.16g051500,Glyma16g05600,Glyma 1.1
Glyma.16g051500,Glyma.16g051500,Glyma2.0
Glyma.16g051600,Glyma16g05606,Glyma 1.1
Glyma.16g051600,Glyma.16g051600,Glyma2.0
Glyma.16g051700,Glyma16g05613,Glyma 1.1
Glyma.16g051700,Glyma.16g051700,Glyma2.0
Glyma.16g051800,Glyma16g05620,Glyma 1.1
Glyma.16g051800,Glyma.16g051800,Glyma2.0
Glyma.16g052000,Glyma16g05640,Glyma 1.1
Glyma.16g052000,Glyma.16g052000,Glyma2.0
Glyma.16g052100,Glyma16g05650,Glyma 1.1
Glyma.16g052100,Glyma.16g052100,Glyma2.0
Glyma.16g052200,Glyma16g05661,Glyma 1.1
Glyma.16g052200,Glyma.16g052200,Glyma2.0
Glyma.16g052300,Glyma16g05670,Glyma 1.1
Glyma.16g052300,Glyma.16g052300,Glyma2.0
Glyma.16g052500,Glyma16g05700,Glyma 1.1
Glyma.16g052500,Glyma.16g052500,Glyma2.0
Glyma.16g052600,Glyma16g05710,Glyma 1.1
Glyma.16g052600,Glyma.16g052600,Glyma2.0
Glyma.16g052700,Glyma16g05720,Glyma 1.1
Glyma.16g052700,Glyma.16g052700,Glyma2.0
Glyma.16g052800,Glyma16g05730,Glyma 1.1
Glyma.16g052800,Glyma.16g052800,Glyma2.0
Glyma.16g052900,Glyma16g05740,Glyma 1.1
Glyma.16g052900,Glyma.16g052900,Glyma2.0
Glyma.16g053000,Glyma16g05751,Glyma 1.1
Glyma.16g053000,Glyma.16g053000,Glyma2.0
Glyma.16g053200,Glyma16g05760,Glyma 1.1
Glyma.16g053200,Glyma.16g053200,Glyma2.0
Glyma.16g053300,Glyma16g05770,Glyma 1.1
Glyma.16g053300,Glyma.16g053300,Glyma2.0
Glyma.16g053400,Glyma16g05780,Glyma 1.1
Glyma.16g053400,Glyma.16g053400,Glyma2.0
Glyma.16g053500,Glyma16g05800,Glyma 1.1
Glyma.16g053500,Glyma.16g053500,Glyma2.0
Glyma.16g053700,Glyma16g05820,Glyma 1.1
Glyma.16g053700,Glyma.16g053700,Glyma2.0
Glyma.16g053800,Glyma16g05830,Glyma 1.1
Glyma.16g053800,Glyma.16g053800,Glyma2.0
Glyma.16g053900,Glyma16g05840,Glyma 1.1
Glyma.16g053900,Glyma.16g053900,Glyma2.0
Glyma.16g054200,Glyma16g05850,Glyma 1.1
Glyma.16g054200,Glyma.16g054200,Glyma2.0
Glyma.16g054300,Glyma16g05860,Glyma 1.1
Glyma.16g054300,Glyma.16g054300,Glyma2.0
Glyma.16g054400,Glyma16g05880,Glyma 1.1
Glyma.16g054400,Glyma.16g054400,Glyma2.0
Glyma.16g054500,Glyma16g05895,Glyma 1.1
Glyma.16g054500,Glyma.16g054500,Glyma2.0
Glyma.16g054600,Glyma16g05910,Glyma 1.1
Glyma.16g054600,Glyma.16g054600,Glyma2.0
Glyma.16g054700,Glyma16g05920,Glyma 1.1
Glyma.16g054700,Glyma.16g054700,Glyma2.0
Glyma.16g054800,Glyma16g05930,Glyma 1.1
Glyma.16g054800,Glyma.16g054800,Glyma2.0
Glyma.16g054900,Glyma16g05940,Glyma 1.1
Glyma.16g054900,Glyma.16g054900,Glyma2.0
Glyma.16g055000,Glyma16g05950,Glyma 1.1
Glyma.16g055000,Glyma.16g055000,Glyma2.0
Glyma.16g055100,Glyma16g05960,Glyma 1.1
Glyma.16g055100,Glyma.16g055100,Glyma2.0
Glyma.16g055200,Glyma16g05970,Glyma 1.1
Glyma.16g055200,Glyma.16g055200,Glyma2.0
Glyma.16g055300,Glyma16g05981,Glyma 1.1
Glyma.16g055300,Glyma.16g055300,Glyma2.0
Glyma.16g055400,Glyma16g05990,Glyma 1.1
Glyma.16g055400,Glyma.16g055400,Glyma2.0
Glyma.16g055700,Glyma16g06010,Glyma 1.1
Glyma.16g055700,Glyma.16g055700,Glyma2.0
Glyma.16g055800,Glyma16g06020,Glyma 1.1
Glyma.16g055800,Glyma.16g055800,Glyma2.0
Glyma.16g055900,Glyma16g06030,Glyma 1.1
Glyma.16g055900,Glyma.16g055900,Glyma2.0
Glyma.16g056000,Glyma16g06040,Glyma 1.1
Glyma.16g056000,Glyma.16g056000,Glyma2.0
Glyma.16g056100,Glyma16g06050,Glyma 1.1
Glyma.16g056100,Glyma.16g056100,Glyma2.0
Glyma.16g056200,Glyma16g06061,Glyma 1.1
Glyma.16g056200,Glyma.16g056200,Glyma2.0
Glyma.16g056300,Glyma16g06070,Glyma 1.1
Glyma.16g056300,Glyma.16g056300,Glyma2.0
Glyma.16g056400,Glyma16g06080,Glyma 1.1
Glyma.16g056400,Glyma.16g056400,Glyma2.0
Glyma.16g056600,Glyma16g06100,Glyma 1.1
Glyma.16g056600,Glyma.16g056600,Glyma2.0
Glyma.16g056700,Glyma16g06110,Glyma 1.1
Glyma.16g056700,Glyma.16g056700,Glyma2.0
Glyma.16g056900,Glyma16g06130,Glyma 1.1
Glyma.16g056900,Glyma.16g056900,Glyma2.0
Glyma.16g057100,Glyma16g06140,Glyma 1.1
Glyma.16g057100,Glyma.16g057100,Glyma2.0
Glyma.16g057300,Glyma16g06160,Glyma 1.1
Glyma.16g057300,Glyma.16g057300,Glyma2.0
Glyma.16g057500,Glyma16g06180,Glyma 1.1
Glyma.16g057500,Glyma.16g057500,Glyma2.0
Glyma.16g057600,Glyma16g06190,Glyma 1.1
Glyma.16g057600,Glyma.16g057600,Glyma2.0
Glyma.16g057700,Glyma16g06200,Glyma 1.1
Glyma.16g057700,Glyma.16g057700,Glyma2.0
Glyma.16g058000,Glyma16g06220,Glyma 1.1
Glyma.16g058000,Glyma.16g058000,Glyma2.0
Glyma.16g058100,Glyma16g06230,Glyma 1.1
Glyma.16g058100,Glyma.16g058100,Glyma2.0
Glyma.16g058200,Glyma16g06250,Glyma 1.1
Glyma.16g058200,Glyma.16g058200,Glyma2.0
Glyma.16g058300,Glyma16g06270,Glyma 1.1
Glyma.16g058300,Glyma.16g058300,Glyma2.0
Glyma.16g058400,Glyma16g06280,Glyma 1.1
Glyma.16g058400,Glyma.16g058400,Glyma2.0
Glyma.16g058500,Glyma16g06310,Glyma 1.1
Glyma.16g058500,Glyma.16g058500,Glyma2.0
Glyma.16g058700,Glyma16g06320,Glyma 1.1
Glyma.16g058700,Glyma.16g058700,Glyma2.0
Glyma.16g058800,Glyma16g06333,Glyma 1.1
Glyma.16g058800,Glyma.16g058800,Glyma2.0
Glyma.16g058900,Glyma16g06346,Glyma 1.1
Glyma.16g058900,Glyma.16g058900,Glyma2.0
Glyma.16g059000,Glyma16g06360,Glyma 1.1
Glyma.16g059000,Glyma.16g059000,Glyma2.0
Glyma.16g059100,Glyma16g06370,Glyma 1.1
Glyma.16g059100,Glyma.16g059100,Glyma2.0
Glyma.16g059300,Glyma16g06390,Glyma 1.1
Glyma.16g059300,Glyma.16g059300,Glyma2.0
Glyma.16g059400,Glyma16g06410,Glyma 1.1
Glyma.16g059400,Glyma.16g059400,Glyma2.0
Glyma.16g059500,Glyma16g06421,Glyma 1.1
Glyma.16g059500,Glyma.16g059500,Glyma2.0
Glyma.16g059700,Glyma16g06440,Glyma 1.1
Glyma.16g059700,Glyma.16g059700,Glyma2.0
Glyma.16g059900,Glyma16g06460,Glyma 1.1
Glyma.16g059900,Glyma.16g059900,Glyma2.0
Glyma.16g060000,Glyma16g06471,Glyma 1.1
Glyma.16g060000,Glyma.16g060000,Glyma2.0
Glyma.16g060200,Glyma16g06611,Glyma 1.1
Glyma.16g060200,Glyma.16g060200,Glyma2.0
Glyma.16g060300,Glyma16g06601,Glyma 1.1
Glyma.16g060300,Glyma.16g060300,Glyma2.0
Glyma.16g060400,Glyma16g06590,Glyma 1.1
Glyma.16g060400,Glyma.16g060400,Glyma2.0
Glyma.16g060500,Glyma16g06580,Glyma 1.1
Glyma.16g060500,Glyma.16g060500,Glyma2.0
Glyma.16g060700,Glyma16g06530,Glyma 1.1
Glyma.16g060700,Glyma.16g060700,Glyma2.0
Glyma.16g060800,Glyma16g06520,Glyma 1.1
Glyma.16g060800,Glyma.16g060800,Glyma2.0
Glyma.16g060900,Glyma16g06500,Glyma 1.1
Glyma.16g060900,Glyma.16g060900,Glyma2.0
Glyma.16g061300,Glyma16g06630,Glyma 1.1
Glyma.16g061300,Glyma.16g061300,Glyma2.0
Glyma.16g061400,Glyma16g06640,Glyma 1.1
Glyma.16g061400,Glyma.16g061400,Glyma2.0
Glyma.16g061500,Glyma16g06650,Glyma 1.1
Glyma.16g061500,Glyma.16g061500,Glyma2.0
Glyma.16g061600,Glyma16g06660,Glyma 1.1
Glyma.16g061600,Glyma.16g061600,Glyma2.0
Glyma.16g061800,Glyma16g06681,Glyma 1.1
Glyma.16g061800,Glyma.16g061800,Glyma2.0
Glyma.16g062000,Glyma16g06690,Glyma 1.1
Glyma.16g062000,Glyma.16g062000,Glyma2.0
Glyma.16g062100,Glyma16g06700,Glyma 1.1
Glyma.16g062100,Glyma.16g062100,Glyma2.0
Glyma.16g062200,Glyma16g06710,Glyma 1.1
Glyma.16g062200,Glyma.16g062200,Glyma2.0
Glyma.16g062300,Glyma16g06720,Glyma 1.1
Glyma.16g062300,Glyma.16g062300,Glyma2.0
Glyma.16g062400,Glyma16g06730,Glyma 1.1
Glyma.16g062400,Glyma.16g062400,Glyma2.0
Glyma.16g062500,Glyma16g06740,Glyma 1.1
Glyma.16g062500,Glyma.16g062500,Glyma2.0
Glyma.16g062600,Glyma16g06750,Glyma 1.1
Glyma.16g062600,Glyma.16g062600,Glyma2.0
Glyma.16g062700,Glyma16g06770,Glyma 1.1
Glyma.16g062700,Glyma.16g062700,Glyma2.0
Glyma.16g062800,Glyma16g06780,Glyma 1.1
Glyma.16g062800,Glyma.16g062800,Glyma2.0
Glyma.16g063000,Glyma16g06810,Glyma 1.1
Glyma.16g063000,Glyma.16g063000,Glyma2.0
Glyma.16g063100,Glyma16g06840,Glyma 1.1
Glyma.16g063100,Glyma.16g063100,Glyma2.0
Glyma.16g063200,Glyma16g06850,Glyma 1.1
Glyma.16g063200,Glyma.16g063200,Glyma2.0
Glyma.16g063400,Glyma16g06870,Glyma 1.1
Glyma.16g063400,Glyma.16g063400,Glyma2.0
Glyma.16g063500,Glyma16g06880,Glyma 1.1
Glyma.16g063500,Glyma.16g063500,Glyma2.0
Glyma.16g063600,Glyma16g06890,Glyma 1.1
Glyma.16g063600,Glyma.16g063600,Glyma2.0
Glyma.16g063700,Glyma16g06900,Glyma 1.1
Glyma.16g063700,Glyma.16g063700,Glyma2.0
Glyma.16g063900,Glyma16g06915,Glyma 1.1
Glyma.16g063900,Glyma.16g063900,Glyma2.0
Glyma.16g064000,Glyma16g06930,Glyma 1.1
Glyma.16g064000,Glyma.16g064000,Glyma2.0
Glyma.16g064100,Glyma16g06940,Glyma 1.1
Glyma.16g064100,Glyma.16g064100,Glyma2.0
Glyma.16g064200,Glyma16g06950,Glyma 1.1
Glyma.16g064200,Glyma.16g064200,Glyma2.0
Glyma.16g064300,Glyma16g06965,Glyma 1.1
Glyma.16g064300,Glyma.16g064300,Glyma2.0
Glyma.16g064700,Glyma0196s50,Glyma 1.1
Glyma.16g064700,Glyma.16g064700,Glyma2.0
Glyma.16g065000,Glyma16g07051,Glyma 1.1
Glyma.16g065000,Glyma.16g065000,Glyma2.0
Glyma.16g065400,Glyma0090s00350,Glyma 1.1
Glyma.16g065400,Glyma.16g065400,Glyma2.0
Glyma.16g065500,Glyma0090s00250,Glyma 1.1
Glyma.16g065500,Glyma.16g065500,Glyma2.0
Glyma.16g065600,Glyma0090s00200,Glyma 1.1
Glyma.16g065600,Glyma.16g065600,Glyma2.0
Glyma.16g065900,Glyma16g07110,Glyma 1.1
Glyma.16g065900,Glyma.16g065900,Glyma2.0
Glyma.16g066000,Glyma16g07140,Glyma 1.1
Glyma.16g066000,Glyma.16g066000,Glyma2.0
Glyma.16g066100,Glyma16g07145,Glyma 1.1
Glyma.16g066100,Glyma.16g066100,Glyma2.0
Glyma.16g066300,Glyma16g07160,Glyma 1.1
Glyma.16g066300,Glyma.16g066300,Glyma2.0
Glyma.16g066400,Glyma16g07170,Glyma 1.1
Glyma.16g066400,Glyma.16g066400,Glyma2.0
Glyma.16g066600,Glyma16g07190,Glyma 1.1
Glyma.16g066600,Glyma.16g066600,Glyma2.0
Glyma.16g067000,Glyma16g07240,Glyma 1.1
Glyma.16g067000,Glyma.16g067000,Glyma2.0
Glyma.16g067200,Glyma16g07260,Glyma 1.1
Glyma.16g067200,Glyma.16g067200,Glyma2.0
Glyma.16g067300,Glyma16g07271,Glyma 1.1
Glyma.16g067300,Glyma.16g067300,Glyma2.0
Glyma.16g067500,Glyma16g07280,Glyma 1.1
Glyma.16g067500,Glyma.16g067500,Glyma2.0
Glyma.16g067600,Glyma16g07286,Glyma 1.1
Glyma.16g067600,Glyma.16g067600,Glyma2.0
Glyma.16g067700,Glyma16g07300,Glyma 1.1
Glyma.16g067700,Glyma.16g067700,Glyma2.0
Glyma.16g067800,Glyma16g07325,Glyma 1.1
Glyma.16g067800,Glyma.16g067800,Glyma2.0
Glyma.16g068000,Glyma16g07350,Glyma 1.1
Glyma.16g068000,Glyma.16g068000,Glyma2.0
Glyma.16g068100,Glyma16g07360,Glyma 1.1
Glyma.16g068100,Glyma.16g068100,Glyma2.0
Glyma.16g068200,Glyma16g07380,Glyma 1.1
Glyma.16g068200,Glyma.16g068200,Glyma2.0
Glyma.16g068400,Glyma16g07400,Glyma 1.1
Glyma.16g068400,Glyma.16g068400,Glyma2.0
Glyma.16g068500,Glyma16g07410,Glyma 1.1
Glyma.16g068500,Glyma.16g068500,Glyma2.0
Glyma.16g068700,Glyma16g07430,Glyma 1.1
Glyma.16g068700,Glyma.16g068700,Glyma2.0
Glyma.16g068800,Glyma16g07440,Glyma 1.1
Glyma.16g068800,Glyma.16g068800,Glyma2.0
Glyma.16g068900,Glyma16g07450,Glyma 1.1
Glyma.16g068900,Glyma.16g068900,Glyma2.0
Glyma.16g069000,Glyma16g07465,Glyma 1.1
Glyma.16g069000,Glyma.16g069000,Glyma2.0
Glyma.16g069100,Glyma16g07480,Glyma 1.1
Glyma.16g069100,Glyma.16g069100,Glyma2.0
Glyma.16g069200,Glyma16g07490,Glyma 1.1
Glyma.16g069200,Glyma.16g069200,Glyma2.0
Glyma.16g069300,Glyma16g07501,Glyma 1.1
Glyma.16g069300,Glyma.16g069300,Glyma2.0
Glyma.16g069400,Glyma16g07510,Glyma 1.1
Glyma.16g069400,Glyma.16g069400,Glyma2.0
Glyma.16g069500,Glyma16g07520,Glyma 1.1
Glyma.16g069500,Glyma.16g069500,Glyma2.0
Glyma.16g069600,Glyma16g07526,Glyma 1.1
Glyma.16g069600,Glyma.16g069600,Glyma2.0
Glyma.16g069800,Glyma16g07550,Glyma 1.1
Glyma.16g069800,Glyma.16g069800,Glyma2.0
Glyma.16g070200,Glyma16g07580,Glyma 1.1
Glyma.16g070200,Glyma.16g070200,Glyma2.0
Glyma.16g070300,Glyma16g07590,Glyma 1.1
Glyma.16g070300,Glyma.16g070300,Glyma2.0
Glyma.16g070400,Glyma16g07595,Glyma 1.1
Glyma.16g070400,Glyma.16g070400,Glyma2.0
Glyma.16g070500,Glyma16g07600,Glyma 1.1
Glyma.16g070500,Glyma.16g070500,Glyma2.0
Glyma.16g070700,Glyma16g07620,Glyma 1.1
Glyma.16g070700,Glyma.16g070700,Glyma2.0
Glyma.16g070800,Glyma16g07641,Glyma 1.1
Glyma.16g070800,Glyma.16g070800,Glyma2.0
Glyma.16g070900,Glyma16g07660,Glyma 1.1
Glyma.16g070900,Glyma.16g070900,Glyma2.0
Glyma.16g071000,Glyma16g07691,Glyma 1.1
Glyma.16g071000,Glyma.16g071000,Glyma2.0
Glyma.16g071100,Glyma16g07720,Glyma 1.1
Glyma.16g071100,Glyma.16g071100,Glyma2.0
Glyma.16g071200,Glyma16g07730,Glyma 1.1
Glyma.16g071200,Glyma.16g071200,Glyma2.0
Glyma.16g071500,Glyma16g07750,Glyma 1.1
Glyma.16g071500,Glyma.16g071500,Glyma2.0
Glyma.16g071700,Glyma16g07770,Glyma 1.1
Glyma.16g071700,Glyma.16g071700,Glyma2.0
Glyma.16g071800,Glyma16g07800,Glyma 1.1
Glyma.16g071800,Glyma.16g071800,Glyma2.0
Glyma.16g071900,Glyma16g07810,Glyma 1.1
Glyma.16g071900,Glyma.16g071900,Glyma2.0
Glyma.16g072000,Glyma16g07830,Glyma 1.1
Glyma.16g072000,Glyma.16g072000,Glyma2.0
Glyma.16g072400,Glyma16g07870,Glyma 1.1
Glyma.16g072400,Glyma.16g072400,Glyma2.0
Glyma.16g072600,Glyma16g07890,Glyma 1.1
Glyma.16g072600,Glyma.16g072600,Glyma2.0
Glyma.16g072700,Glyma16g07927,Glyma 1.1
Glyma.16g072700,Glyma.16g072700,Glyma2.0
Glyma.16g072800,Glyma16g07934,Glyma 1.1
Glyma.16g072800,Glyma.16g072800,Glyma2.0
Glyma.16g072900,Glyma16g07950,Glyma 1.1
Glyma.16g072900,Glyma.16g072900,Glyma2.0
Glyma.16g073000,Glyma16g07960,Glyma 1.1
Glyma.16g073000,Glyma.16g073000,Glyma2.0
Glyma.16g073100,Glyma16g07970,Glyma 1.1
Glyma.16g073100,Glyma.16g073100,Glyma2.0
Glyma.16g073200,Glyma16g07980,Glyma 1.1
Glyma.16g073200,Glyma.16g073200,Glyma2.0
Glyma.16g073300,Glyma16g08001,Glyma 1.1
Glyma.16g073300,Glyma.16g073300,Glyma2.0
Glyma.16g073400,Glyma16g08020,Glyma 1.1
Glyma.16g073400,Glyma.16g073400,Glyma2.0
Glyma.16g073500,Glyma16g08030,Glyma 1.1
Glyma.16g073500,Glyma.16g073500,Glyma2.0
Glyma.16g073600,Glyma16g08040,Glyma 1.1
Glyma.16g073600,Glyma.16g073600,Glyma2.0
Glyma.16g073700,Glyma16g08050,Glyma 1.1
Glyma.16g073700,Glyma.16g073700,Glyma2.0
Glyma.16g074000,Glyma16g08065,Glyma 1.1
Glyma.16g074000,Glyma.16g074000,Glyma2.0
Glyma.16g074200,Glyma16g08070,Glyma 1.1
Glyma.16g074200,Glyma.16g074200,Glyma2.0
Glyma.16g074300,Glyma16g08080,Glyma 1.1
Glyma.16g074300,Glyma.16g074300,Glyma2.0
Glyma.16g074600,Glyma16g08090,Glyma 1.1
Glyma.16g074600,Glyma.16g074600,Glyma2.0
Glyma.16g074700,Glyma16g08105,Glyma 1.1
Glyma.16g074700,Glyma.16g074700,Glyma2.0
